word,romaji,explanation,properties,examples
もたもた,motamota,"slowly, inefficiently, tardily, dawdling",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),もたもたするな！捕まるぞ！; あなたってどうしていつもモタモタしているの？
もっこり,mokkori,bulging (esp. of male genitals under clothing),onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun,
もやもや,moyamoya,"hazy, misty, foggy, murky, fuzzy; hazy feeling, uncertain feeling, feeling gloomy, feeling depressed, pent-up feelings, ill feeling",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun,
もりもり,morimori,"(eating) heartily; energetically, vigorously, (working) hard, enthusiastically; bulging (muscles), welling up (of strength, courage, etc.)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
やきもき,yakimoki,"anxiously, impatiently, worriedly, fretting, getting worked up",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
漸と,yatto,"at last, finally; barely, narrowly, just, by the skin of one's teeth",popular; rarely-used kanji form; JLPT N4; onomatopoeic or mimetic word; usually written using kana alone; adverb,
ゆさゆさ,yusayusa,"swaying (with large slow movements), shaking",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
緩緩,yuruyuru,"very loose, slowly, leisurely",usually written using kana alone; onomatopoeic or mimetic word; な adjective; adjective (generic); adverb,
よぼよぼ,yoboyobo,"doddering, tottering, unsteady, shaky, decrepit, infirm, frail, feeble",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); な adjective; noun or participle taking the aux. verb する; noun (generic); adverb; adverb taking the と particle,
ワイワイ,waiwai,"noisily, clamorously, boisterously; incessantly (complaining, pestering, etc.), going on and on, making a fuss (of something), playing up; loudly (crying), wailing, bawling, howling",popular; onomatopoeic or mimetic word; adverb,１０年ぶりの同窓会は、わいわいと楽しい雰囲気で終わった。; クリスマスシーズンは、どこの店もわいわいがやがやと騒がしい。
わらわら,warawara,"bustling, shuffling, squirming, creepy crawly",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
クンクン,kunkun,"sniff-sniff (of an animal); whining, whimpering",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぐりぐり,guriguri,"hard lump under the skin (e.g. adipous tumor, lymph node tumor, etc.); grinding against, pressing or rubbing with turning movements (e.g. someone's shoulders with one's elbow); rolling one's eyes, goggling one's eyes, googly eyes; rattling sound",noun; noun (generic); onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する,
ケロケロ,kerokero,"croak, ribbit, sound of frogs",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ゴツン,gotsun,"thud, thump, bang",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ザーザー,za-za-,"(raining) heavily, (water rushing) plentily; with white noise, with a buzz",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
シュポシュポ,shuposhupo,pump-pump,onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ズシン,zushin,thud,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
タポタポ,tapotapo,bloated (with liquid; of a stomach),onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun or participle taking the aux. verb する; noun (generic),
チン,chin,"ding (of a bell), bing, ting, tinkle, ring; honk (i.e. sound of blowing one's nose), snort; heating in a microwave, cooking in a microwave, microwaving, nuking; penis",onomatopoeic or mimetic word; adverb taking the と particle; adverb; colloquial; noun; noun (generic); noun or participle taking the aux. verb する; transitive verb; abbreviation; slang; noun (suffix); noun (prefix),
チクチク,chikuchiku,"prickling, stinging, tingling",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),お母さん：あったかいセーターを買ってきたわよ。着てみてちょうだい。息子：着てみたけど首の周りがチクチクしてかゆくなっちゃうよ。お母さん：じゃあ、お父さんに着てもらいましょう！; 穴の空いた靴下をちくちくと縫って元に戻す。; お母さん：おじいちゃんチューして。娘：いやだ！おひげがチクチクするもん。; 靴下が破れたので、穴をチクチクと縫う。; ハム太郎: 昨日からおなかがチクチクするんだよね・・・雛ちゃん: 何か変なものでも食べたんじゃない？; 彼女の趣味は裁縫で、よくチクチクと何かを縫っている。; バラのトゲがささったせいで、指がチクチクと痛む。
チョキチョキ,chokichoki,"snipping sound, cutting sound, to cut",onomatopoeic or mimetic word; adverb,妹の誕生日に折り紙をチョキチョキと切って家の飾りつけを付いた。; 先生：カニはどんな特徴がありますか？学生：ちょきちょきしたはさみが特徴です！
ドタン,dotan,thud,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ドンパチ,donpachi,"sound of pistol fire, sound of exploding gunpowder; exchange of (pistol) fire, shootout, conflict, war",onomatopoeic or mimetic word; adverb; colloquial; noun; noun (generic),
ピカドン,pikadon,atomic bomb,colloquial; onomatopoeic or mimetic word; noun; noun (generic),
ぷかぷか,pukapuka,"lightly (floating), buoyantly; puffing (on a pipe, cigarette, etc.); tooting (a trumpet, horn, etc.), blowing (a flute, whistle)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
プリプリ,puripuri,"angrily, in a huff, in anger; plump, tender",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ペロペロ,peropero,"licking, lapping up; (eating up) quickly, gobbling up",onomatopoeic or mimetic word; adverb; adverb taking the と particle,犬が私の足をペロペロ舐めるのでくすぐったい。; KAYO： ソフトクリームをペロペロ舐めるのってちょっと子供っぽいよね。YUMI ： そうかな〜わたしペロペロ食べちゃうな〜その方が美味しく感じるもん。
ポタリ,potari,"drip, fall drop-by-drop; suddenly (of drops of water)",onomatopoeic or mimetic word; adverb taking the と particle,
メロメロ,meromero,"madly in love, head over heels, fanatically doting, spellbound; collapsed, out of spirits",onomatopoeic or mimetic word; な adjective; adjective (generic); noun; noun (generic); adverb,
ワンワン,wanwan,"bow-wow, woof, arf, barking; wah-wah, bawling, wailing; clamouring, clamoring, echoing, loudly; dog, doggy, bow-wow",onomatopoeic or mimetic word; adverb taking the と particle; adverb; children's language; noun; noun (generic),
がりがり,garigari,"crunching, chewing or crushing something hard, scraping, scratching; hard and crunchy; very skinny, emaciated, all skin and bones",onomatopoeic or mimetic word; adverb; adverb taking the と particle; な adjective; adjective (generic),
吃驚,bikkuri,"to be surprised, to be amazed, to be frightened, to be astonished, to get startled, to jump; surprise (e.g. surprise party)",popular; gikun or jukujikun; rarely-used kanji form; JLPT N3; usually written using kana alone; onomatopoeic or mimetic word; noun or participle taking the aux. verb する; verb (generic); noun (generic); intransitive verb; adverb; noun or verb acting prenominally; adjective (generic),
蒸し蒸し,mushimushi,"hot and humid, muggy, sultry",usually written using kana alone; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
倩々,tsuratsura,"carefully, closely, attentively, profoundly, deeply, at length",rarely-used kanji form; onomatopoeic or mimetic word; usually written using kana alone; adverb; adverb taking the と particle,
爽々,sawasawa,rustling; refreshing; clearly,usually written using kana alone; onomatopoeic or mimetic word; adverb,
確り,shikkari,"tightly (holding on), firmly, securely; strongly (built), solidly, sturdily, steadily; properly, well, sufficiently, hard (working, etc.), fully, completely; reliably, dependably, levelheadedly, shrewdly, wisely, cleverly",popular; rarely-used kanji form; JLPT N4; usually written using kana alone; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
粘々,nebaneba,"sticky, gluey, gummy, glutinous, viscous, gooey, greasy; stickiness, something sticky",popular; rarely-used kanji form; usually written using kana alone; onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun,
むしゃむしゃ,mushamusha,"munching, devouring, gobbling up, ravenously; shaggy, disheveled, unkempt",onomatopoeic or mimetic word; adverb; adverb taking the と particle; archaic,
