index,word,romaji,explanation,properties,examples
300,ぱくり,pakuri,"gaping (e.g. mouth, wound), (opening) wide; snapping up (e.g. bait), biting into (food), gobbling up; plagiarism, rip-off, lifting, cribbing",onomatopoeic or mimetic word; adverb taking the と particle; adverb; colloquial; noun; noun (generic),鯉が大きな口をあけ餌をぱくりと飲み込んだ。; 彼女はチョコをパクリと食べてしまった。
301,ぱっちり,pacchiri,"wide open (of eyes), large and bright (eyes)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),彼女の目はパッチリとしていて可愛らしい。; わたしぱっちりとした二重に憧れるな〜。
302,パリパリ,paripari,"crispy, crunchy; tearing, ripping, cracking; spirited, energetic, vigorous; brand-new and high quality (clothing), well-starched, crisp (bill)",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun; noun (generic),
303,パンパン,panpan,"kapow, bang, slap, clap; bulging, filled to bursting; prostitute (catering to Occupation soldiers in Japan after WWII)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; な adjective; adjective (generic); historical term; noun; noun (generic),山田さん：わあ、食ったね！松浦さん：お腹ぱんぱんや！; 君のカバンはパンパンだね。; 太った？顔がパンパンだよ？ぷぷぷぷぷ（←笑ってる）
304,ひくひく,hikuhiku,twitching,onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
305,ひょいと,hyoito,"suddenly, unexpectedly; by chance, accidentally, casually; lightly, nimbly, with agility",onomatopoeic or mimetic word; adverb,
306,ひょこひょこ,hyokohyoko,"unsteady steps, bobbing",onomatopoeic or mimetic word; adverb; noun; noun (generic),
307,ひょっこり,hyokkori,"all of a sudden, suddenly, by chance, unexpectedly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
308,ひょっと,hyotto,"possibly, perhaps, perchance; unintentionally, accidentally",JLPT N1; onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
309,ひょろひょろ,hyorohyoro,"totteringly, staggeringly, unsteadily; lanky, spindly, slender, frail",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); な adjective; adjective (generic),亜季： あの人がオリンピック選手なの？瑞穂： あんなにヒョロヒョロの体で３０００メートルを走るなんてすごい！; 今年は雨があまり降らなかったので野菜があまり育たなくてヒョロヒョロしている。
310,ひょろり,hyorori,"tall and thin, long and thin, lanky, spindly, gangly",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
311,ヒリヒリ,hirihiri,"stinging (pain), smarting, tingling",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
312,冷んやり,hinyari,"cool, chilly, feeling nice and cold",onomatopoeic or mimetic word; usually written using kana alone; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
313,ビクビク,bikubiku,"being afraid of, being fearful, being timid, being nervous; trembling, shivering",popular; onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun taking the genitive case particle の; adjective (generic),
314,びしびし,bishibishi,"stickily, relentlessly",onomatopoeic or mimetic word; adverb,上司: 君が新人？新人だからって容赦しないからね、ビシビシ鍛えるからな！新入社員: はい！よろしくお願いします！; 彼はふざけてベルトで友達の背中をビシビシ叩いた。
315,びらびら,birabira,"fluttering (esp. of thick or heavy material); piece of dangling cloth, paper, metal, etc.",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun,
316,ピクリ,pikuri,"with a twitch (e.g. an eyebrow), with a dip, with a bob, with a flutter",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
317,ピシッと,pishixtsuto,"with a crack, with a snap, with a slam; firmly, sharply, sternly; precisely, properly, neatly, tidily",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
318,ぴしゃり,pishari,"slapping, splashing, splatting, banging shut, flat (refusal, denial, etc.)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
319,ぴちぴち,pichipichi,"bursting with youth and energy (esp. young woman), vivaciously young, spunky, energetic; (fish) jumping around energetically (e.g. when caught in a net); bursting (e.g. seams), tight; splattering (e.g. cooking oil)",onomatopoeic or mimetic word; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun taking the genitive case particle の; adjective (generic),
320,ピリピリ,piripiri,"with a sting, with a tingle, with a burn, smartingly; nervously, tensely, (while) on edge; with a rip, with a ripping sound, with a tearing sound; with a shrill sound (of a whistle); quiveringly, tremblingly",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),全然辛くないと思っていたのにししとうを口に入た瞬間ピリピリしてびっくりした。; 記者会見で記者が政治家にうそつきと直接言ったことで会場の空気がピリピリした。; 胡椒を入れすぎてしまいスープがピリピリと辛い。; 仕事が忙しいため彼はピリピリしている。
321,フーフー,fu-fu-,"blowing repeatedly (e.g. to cool something down); huffing and puffing, puffing and panting, gasping; struggling (with work, studies, etc.), having difficulty",irregular reading; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),そのうどんはとても熱いので、フーフーしてよく冷ましてから食べた方がよい。; 子供： わーい、ラーメン！母： 熱いから気をつけなさいね。よくフーフーするのよ！
322,ふらっと,furatto,"aimlessly, by chance, accidentally, casually, suddenly, unexpectedly",onomatopoeic or mimetic word; adverb,
323,ふらり,furari,"aimlessly, unexpectedly (showing up); slowly swaying, staggering, moving feebly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
324,ふわっと,fuwatto,"floatingly, driftingly, with a sense of weightlessness; softly, gently, lightly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
325,ブウブウ,buubuu,"bugling (sound), honking, oinking, vibrating (e.g. phone); grumbling, complaining; car, automobile",onomatopoeic or mimetic word; adverb; children's language; noun; noun (generic),
326,ぶくぶく,bukubuku,"bulging, swelling (e.g. with water), loose-fitting or baggy (clothing); bubbling, foaming",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun,
327,ブヨブヨ,buyobuyo,soft and flabby,onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun; noun (generic); noun or participle taking the aux. verb する,一ヶ月前に買ったリンゴがぶよぶよしている。; 太郎たろう： お前まえ告白こくはくされたって本当ほんとう？しかも学校がっこうで一番いちばん美人びじんなゆうこちゃんに！？トム： 本当ほんとうだよ！でも断ことわったよ。太郎たろう： えっ？もったいない！何なんで？トム： 僕ぼくはブヨブヨな女おんなの子こが好このみなんだ。
328,へなへな,henahena,"weakly, helplessly; weak, flimsy, easy to bend",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); な adjective; adjective (generic); noun taking the genitive case particle の,植物に水をあげていなかったのでへなへなと萎れてしまった。; ピアノのコンクールが終わって緊張が解けてへなへなと崩れ落ちた。
329,ヘラヘラ,herahera,"(laughing) foolishly, (smiling) thoughtlessly; indiscreetly (talking), carelessly (speaking), frivolously, flippantly; thin (paper, cloth, etc.), flimsy; flaring up, bursting into flames",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); な adjective; adjective (generic); archaic,
330,べちゃべちゃ,bechabecha,"chattering, prattling, gooey, messy (from mud, ink, etc.)",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun or participle taking the aux. verb する; noun (generic),
331,べったり,bettari,"sticking, clinging; with a smack (e.g. sitting down), hard; all over, thickly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,佳奈: 彼は彼女にぞっこんでどこにいても彼女にべったりくっついてるんだよね〜。佐助: そういうタイプほどすぐ別れるよね。; 誕生日のサプライズでケーキを顔になげられたせいで、彼の顔にはクリームがべったりとついていた。でも幸せそうだった。
332,ベトベト,betobeto,sticky,onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; adverb taking the と particle; noun or participle taking the aux. verb する; noun (generic),
333,べらべら,berabera,"non-stop talking, speaking indiscreetly, chattering; thin, flimsy",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun; noun (generic); noun or participle taking the aux. verb する,人から聞いた話をさも自分が知っていた話のようにベラベラ話すのはよくないよ。; 彼女は授業中いつも友達とベラベラと喋っている。
